age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,age_group,capital_net,has_capital_gain,has_capital_loss,higher_education,work_hours_category,is_married,income
1.1055824482866277,2,15,-0.045628752747625914,0,0,1,4,0,0.0,0.0,0.20081604684562843,38,2,0.0,0,0,1,2,0,0
0.6495720061222963,1,9,1.131427086230275,5,9,1,4,0,0.0,0.0,2.0903502049057323,38,1,0.0,0,0,1,1,0,0
1.3335876693687934,2,5,-2.399740430703428,2,6,0,4,1,0.0,0.0,0.7565613874515413,38,2,0.0,0,0,0,2,1,0
-0.11044539748492285,2,11,-0.43798069907359294,4,0,1,4,1,0.0,0.0,0.08966697872444582,38,1,0.0,0,0,0,2,0,0
1.1815841886473497,3,9,1.131427086230275,2,3,0,4,1,0.0,0.0,0.9788595236939066,38,2,0.0,0,0,1,2,1,1
-0.18644713784564476,2,15,-0.045628752747625914,2,3,0,4,1,0.0,0.0,-0.13263115751791937,38,1,0.0,0,0,1,0,1,0
-0.9464645414528639,2,11,-0.43798069907359294,4,5,1,4,1,0.0,0.0,-1.7998671793356582,25,4,0.0,0,0,0,3,0,0
-1.4784767239779173,5,15,-0.045628752747625914,4,7,3,4,0,0.0,0.0,-0.13263115751791937,38,3,0.0,0,0,1,0,0,0
-0.8704628010921419,2,11,-0.43798069907359294,4,13,1,2,1,0.0,0.0,-0.13263115751791937,38,4,0.0,0,0,0,0,0,0
0.19356156395796478,2,9,1.131427086230275,4,0,1,1,1,0.0,0.0,0.9788595236939066,38,1,0.0,0,0,1,2,0,0
0.9535789675651839,2,11,-0.43798069907359294,2,13,0,4,1,0.0,0.0,2.0903502049057323,38,2,0.0,0,0,0,1,1,0
0.041558083236520965,2,11,-0.43798069907359294,2,13,0,4,1,0.0,0.0,2.0903502049057323,38,1,0.0,0,0,0,1,1,0
0.877577227204462,2,15,-0.045628752747625914,2,12,0,4,1,0.0,0.0,0.4231141830879936,38,1,0.0,0,0,1,2,1,1
-0.4904540992885324,2,15,-0.045628752747625914,2,11,0,4,1,0.0,0.0,-0.13263115751791937,38,4,0.0,0,0,1,0,1,0
1.2575859290080715,1,9,1.131427086230275,6,9,1,4,0,0.0,0.0,0.7565613874515413,38,2,0.0,0,0,1,2,0,0
0.19356156395796478,0,15,-0.045628752747625914,2,9,0,4,1,0.0,0.0,0.311965114966811,38,1,0.0,0,0,1,2,1,1
-0.8704628010921419,2,11,-0.43798069907359294,2,0,5,4,0,0.0,0.0,-0.7995255662450149,38,4,0.0,0,0,0,3,1,0
-1.2504715028957516,2,15,-0.045628752747625914,2,0,5,4,0,0.0,0.0,-0.13263115751791937,38,3,0.0,0,0,1,0,1,0
0.49756852540085245,4,15,-0.045628752747625914,4,4,3,4,1,0.0,0.0,2.0903502049057323,38,1,0.0,0,0,1,1,0,0
0.6495720061222963,2,9,1.131427086230275,2,11,0,2,1,0.0,0.0,-0.13263115751791937,38,1,0.0,0,0,1,0,1,1
-1.4024749836171952,2,15,-0.045628752747625914,4,4,3,4,1,0.0,0.0,-0.13263115751791937,38,3,0.0,0,0,1,0,0,0
-0.034443657124200944,3,11,-0.43798069907359294,2,3,0,4,1,0.0,0.0,-0.13263115751791937,38,1,0.0,0,0,0,0,1,1
0.5735702657615743,2,11,-0.43798069907359294,2,11,0,4,1,0.0,0.0,-0.13263115751791937,38,1,0.0,0,0,0,0,1,1
-1.4024749836171952,2,15,-0.045628752747625914,4,7,3,4,0,0.0,0.0,-1.0218237024873802,38,3,0.0,0,0,1,3,0,0
1.2575859290080715,2,9,1.131427086230275,2,11,0,4,1,0.0,0.0,-0.13263115751791937,38,2,0.0,0,0,1,0,1,0
0.19356156395796478,2,11,-0.43798069907359294,2,13,5,4,0,0.0,0.0,-0.13263115751791937,38,1,0.0,0,0,0,0,1,0
0.80157548684374,1,11,-0.43798069907359294,0,0,1,4,0,0.0,0.0,-1.7998671793356582,38,1,0.0,0,0,0,3,0,0
0.4215667850401305,2,11,-0.43798069907359294,6,7,4,2,0,0.0,0.0,-1.2441218387297452,38,1,0.0,0,0,0,3,0,0
0.7255737464830182,1,11,-0.43798069907359294,2,7,0,4,1,0.0,0.0,-0.13263115751791937,38,1,0.0,0,0,0,0,1,0
-0.4904540992885324,2,11,-0.43798069907359294,2,0,5,4,0,0.0,0.0,-1.7998671793356582,38,4,0.0,0,0,0,3,1,0
0.041558083236520965,4,9,1.131427086230275,2,4,5,4,0,0.0,0.0,0.9788595236939066,38,1,0.0,0,0,1,2,1,0
-0.11044539748492285,2,11,-0.43798069907359294,2,2,0,4,1,0.0,0.0,2.0903502049057323,38,1,0.0,0,0,0,1,1,1
-0.3384506185670886,2,11,-0.43798069907359294,0,6,1,4,1,0.0,0.0,-0.13263115751791937,38,4,0.0,0,0,0,0,0,0
-0.6424575800099762,2,5,-2.399740430703428,5,5,1,4,1,0.0,0.0,-0.13263115751791937,38,4,0.0,0,0,0,0,0,0
-0.3384506185670886,2,11,-0.43798069907359294,2,0,0,4,1,0.0,0.0,0.9788595236939066,38,4,0.0,0,0,0,2,1,1
